MSSubClass,LotArea,Street,LandContour,Neighborhood,OverallQual,OverallCond,YearBuilt,YearRemodAdd,Exterior1st,ExterQual,ExterCond,Foundation,BsmtCond,BsmtFinType1,TotalBsmtSF,Heating,CentralAir,Electrical,1stFlrSF,2ndFlrSF,GrLivArea,FullBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,Functional,Fireplaces,GarageYrBlt,GarageCars,GarageArea,GarageCond,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,Utilities_NoSeWa,Bldg Type_2fmCon,Bldg Type_Duplex,Bldg Type_Twnhs,Bldg Type_TwnhsE
50,13710,1,3,9,5,5,1950,1950,13,3,4,CBlock,TA,BLQ,910,GasA,Y,FuseA,910,648,1558,1,4,1,TA,Typ,0,1950.0,1,282,TA,0,0,0,0,6,2007,WD,Normal,152000,False,False,False,False,False
60,7399,1,3,21,7,5,1997,1998,12,2,4,PConc,TA,BLQ,975,GasA,Y,SBrkr,975,975,1950,2,3,1,Gd,Typ,1,1997.0,2,576,TA,0,198,0,0,6,2007,WD,Normal,239000,False,False,False,False,False
60,11700,1,3,14,6,6,1968,1968,6,2,4,CBlock,TA,ALQ,702,GasA,Y,SBrkr,1041,702,1743,1,3,1,TA,Typ,1,1968.0,2,539,TA,0,0,0,0,6,2007,WD,Normal,175000,False,False,False,False,False
20,14000,1,3,6,6,8,1950,2004,6,3,2,CBlock,TA,Unf,1092,GasA,Y,SBrkr,1152,0,1152,1,3,1,Gd,Typ,1,1950.0,1,300,TA,0,0,0,0,8,2009,WD,Family,158500,False,False,False,False,False
190,15750,1,3,6,5,5,1953,1953,8,3,4,CBlock,TA,BLQ,1165,GasA,Y,SBrkr,1336,0,1336,1,2,1,TA,Typ,2,1953.0,1,375,TA,0,0,0,0,6,2006,WD,Normal,157000,False,True,False,False,False
60,16226,1,3,5,8,5,1998,1999,12,2,4,PConc,TA,GLQ,1028,GasA,Y,SBrkr,1210,1242,2452,2,4,1,Gd,Typ,1,1998.0,2,683,TA,0,0,0,0,5,2007,WD,Normal,267000,False,False,False,False,False
20,13704,1,3,5,7,5,2001,2002,12,2,4,PConc,TA,Unf,1541,GasA,Y,SBrkr,1541,0,1541,2,3,1,Gd,Typ,1,2001.0,3,843,TA,0,0,0,0,1,2006,WD,Normal,205000,False,False,False,False,False
20,9800,1,3,5,5,7,1972,1972,12,3,4,PConc,TA,ALQ,894,GasA,Y,SBrkr,894,0,894,1,3,1,TA,Typ,0,1975.0,2,552,TA,0,0,0,0,7,2006,WD,Abnorml,149900,False,False,False,False,False
75,18386,1,3,17,7,9,1880,2002,5,3,4,BrkTil,TA,Unf,1470,GasA,Y,SBrkr,1675,1818,3493,3,3,1,Gd,Typ,1,2003.0,3,870,TA,0,0,0,0,5,2008,WD,Normal,295000,False,False,False,False,False
20,10386,1,3,5,8,5,2004,2005,5,2,4,PConc,TA,GLQ,2000,GasA,Y,SBrkr,2000,0,2000,2,3,1,Gd,Typ,0,2004.0,3,888,TA,0,0,0,0,7,2007,WD,Normal,305900,False,False,False,False,False
60,13474,1,3,20,7,5,1990,1991,6,2,4,CBlock,TA,ALQ,700,GasA,Y,SBrkr,1122,1121,2243,2,4,1,Gd,Typ,1,1990.0,3,746,TA,0,0,0,0,6,2007,WD,Normal,225000,False,False,False,False,False
50,7920,1,3,9,6,7,1920,1950,8,3,1,CBlock,TA,Unf,319,GasA,Y,FuseA,1035,371,1406,1,3,1,Fa,Typ,0,1980.0,0,0,TA,0,0,0,0,3,2008,WD,Normal,89500,False,False,False,False,False
30,12342,1,3,7,4,5,1940,1950,12,3,4,CBlock,TA,BLQ,861,GasA,Y,SBrkr,861,0,861,1,1,1,TA,Typ,0,1961.0,2,539,TA,0,0,0,0,3,2009,WD,Normal,82500,False,False,False,False,False
20,12378,1,3,16,9,5,2003,2004,12,2,4,PConc,TA,GLQ,1896,GasA,Y,SBrkr,1944,0,1944,2,3,1,Ex,Typ,3,2003.0,3,708,TA,0,0,0,0,11,2006,WD,Normal,360000,False,False,False,False,False
60,7685,1,3,8,6,5,1993,1994,6,3,4,PConc,TA,ALQ,697,GasA,Y,SBrkr,697,804,1501,2,3,1,Gd,Typ,1,1993.0,2,420,TA,0,0,0,0,5,2006,WD,Normal,165600,False,False,False,False,False
20,8000,1,3,12,6,6,1948,2002,12,3,2,CBlock,TA,ALQ,972,GasA,Y,SBrkr,972,0,972,1,2,1,TA,Typ,1,1948.0,1,240,TA,0,0,0,0,5,2009,WD,Normal,132000,False,False,False,False,False
190,7800,1,3,17,5,7,1939,1950,8,3,4,CBlock,TA,Rec,793,GasA,Y,SBrkr,793,325,1118,1,3,1,TA,Typ,1,1939.0,2,410,TA,0,271,0,0,5,2006,WD,Normal,119900,False,True,False,False,False
20,215245,1,2,23,7,5,1965,1965,3,3,4,CBlock,TA,ALQ,2136,GasW,Y,SBrkr,2036,0,2036,2,3,1,TA,Typ,2,1965.0,2,513,TA,0,0,0,0,6,2009,WD,Normal,375000,False,False,False,False,False
70,9600,1,3,17,7,7,1925,1990,13,3,4,BrkTil,Gd,LwQ,728,GasA,Y,SBrkr,832,809,1641,1,3,1,Ex,Typ,1,1925.0,2,546,TA,0,0,0,0,8,2006,WD,Normal,178000,False,False,False,False,False
60,7795,1,3,8,7,5,2004,2005,12,2,4,PConc,TA,GLQ,716,GasA,Y,SBrkr,716,716,1432,2,3,1,Gd,Typ,1,2004.0,2,432,TA,0,0,0,0,7,2009,WD,Normal,188500,False,False,False,False,False
60,13005,1,3,14,7,7,1980,1980,5,2,4,CBlock,TA,GLQ,845,GasA,Y,SBrkr,1153,1200,2353,2,4,1,Ex,Typ,1,1983.0,2,484,TA,0,0,0,0,8,2009,WD,Normal,260000,False,False,False,False,False
60,9000,1,3,21,8,5,2006,2006,12,2,4,PConc,TA,Unf,1088,GasA,Y,SBrkr,1088,871,1959,2,3,1,Gd,Typ,1,2006.0,3,1025,TA,0,0,0,0,12,2007,WD,Normal,270000,False,False,False,False,False
60,9900,1,2,15,7,5,1993,1993,6,2,4,PConc,TA,GLQ,1347,GasA,Y,SBrkr,1372,1274,2646,2,4,1,Gd,Typ,1,1993.0,3,656,TA,0,0,0,0,4,2009,WD,Normal,260000,False,False,False,False,False
80,14115,1,3,14,7,5,1980,1980,9,3,4,CBlock,TA,GLQ,1372,GasA,Y,SBrkr,1472,0,1472,2,3,1,TA,Typ,2,1980.0,2,588,TA,0,0,0,0,6,2009,WD,Normal,187500,False,False,False,False,False
60,16259,1,3,16,9,5,2006,2006,12,3,4,PConc,Gd,Unf,1249,GasA,Y,SBrkr,1249,1347,2596,3,4,1,Gd,Typ,0,2006.0,3,840,TA,0,0,0,0,9,2006,New,Partial,342643,False,False,False,False,False
60,12099,1,3,16,8,5,2004,2004,12,2,4,PConc,TA,GLQ,1136,GasA,Y,SBrkr,1136,1332,2468,2,4,1,Gd,Typ,1,2004.0,3,872,TA,0,0,0,0,6,2007,WD,Normal,354000,False,False,False,False,False
60,10380,1,3,20,7,5,1986,1987,9,2,4,CBlock,TA,LwQ,1502,GasA,Y,SBrkr,1553,1177,2730,2,4,1,Gd,Typ,1,1987.0,2,576,TA,0,0,0,0,8,2007,WD,Normal,301000,False,False,False,False,False
20,5820,1,3,17,3,8,1955,2005,12,3,2,CBlock,TA,ALQ,1162,GasA,Y,SBrkr,1163,0,1163,1,3,1,TA,Typ,0,1955.0,1,220,TA,0,0,0,0,7,2006,WD,Normal,126175,False,False,False,False,False
80,11275,1,3,12,7,7,1967,2007,13,2,2,CBlock,TA,Unf,710,GasA,Y,SBrkr,1898,1080,2978,2,5,1,Gd,Typ,1,1961.0,2,564,TA,0,0,0,0,6,2010,WD,Normal,242000,False,False,False,False,False
45,5000,1,3,9,5,6,1941,1950,8,3,4,CBlock,TA,BLQ,720,GasA,N,FuseF,803,0,803,1,2,1,TA,Typ,0,1941.0,2,360,TA,0,0,0,0,12,2007,WD,Normal,87000,False,False,False,False,False
120,10846,1,3,24,8,5,1993,1993,3,2,4,PConc,TA,GLQ,1719,GasA,Y,SBrkr,1719,0,1719,1,1,1,Gd,Typ,2,1993.0,2,473,TA,0,0,0,0,5,2008,Con,Normal,324000,False,False,False,False,True
20,11600,1,3,12,6,5,1960,1960,13,3,4,CBlock,TA,Rec,1383,GasA,Y,SBrkr,1383,0,1383,1,3,1,TA,Typ,0,1960.0,1,292,TA,0,0,0,0,4,2006,WD,Normal,145250,False,False,False,False,False
75,11888,1,0,3,6,6,1916,1994,13,3,4,BrkTil,TA,Unf,844,GasA,N,FuseA,1445,689,2134,2,5,1,Gd,Typ,0,1930.0,2,441,TA,0,0,0,0,7,2009,WD,Normal,214500,False,False,False,False,False
70,6402,1,3,9,5,5,1920,1950,13,3,4,PConc,TA,Unf,596,GasA,N,SBrkr,596,596,1192,1,3,1,TA,Typ,0,1920.0,1,189,Fa,0,0,0,0,7,2009,WD,Normal,78000,False,False,False,False,False
90,10624,1,3,12,5,4,1964,1964,6,3,4,CBlock,TA,GLQ,1728,GasA,Y,SBrkr,1728,0,1728,2,6,2,TA,Typ,0,2002.0,1,352,TA,0,0,0,0,11,2007,WD,Normal,119000,False,False,True,False,False
20,8176,1,3,12,5,6,1958,1992,13,3,4,CBlock,TA,Rec,1056,GasA,Y,SBrkr,1056,0,1056,1,3,1,TA,Typ,0,1958.0,1,308,TA,0,0,0,0,8,2007,WD,Normal,139000,False,False,False,False,False
20,10655,1,3,16,8,5,2003,2004,12,2,4,PConc,TA,GLQ,3206,GasA,Y,SBrkr,1629,0,1629,2,3,1,Gd,Typ,1,2003.0,3,880,TA,0,0,0,0,10,2009,WD,Normal,284000,False,False,False,False,False
120,8198,1,3,16,7,5,2004,2004,12,2,4,PConc,TA,GLQ,1358,GasA,Y,SBrkr,1358,0,1358,2,2,1,Gd,Typ,1,2004.0,2,484,TA,0,0,0,0,7,2008,WD,Normal,207000,False,False,False,False,True
60,9042,1,3,8,6,5,1998,1998,12,3,4,PConc,TA,GLQ,943,GasA,Y,SBrkr,943,695,1638,2,3,1,TA,Typ,2,1998.0,2,472,TA,0,0,0,0,7,2008,WD,Normal,192000,False,False,False,False,False
190,164660,0,1,23,5,6,1965,1965,9,3,4,CBlock,TA,ALQ,1499,GasA,Y,SBrkr,1619,167,1786,2,3,1,TA,Typ,2,1965.0,2,529,TA,0,0,0,700,8,2008,WD,Normal,228950,False,True,False,False,False
20,14157,1,1,22,9,5,2005,2006,12,2,4,PConc,TA,GLQ,1922,GasA,Y,SBrkr,1922,0,1922,2,3,1,Gd,Typ,1,2005.0,3,676,TA,0,0,0,0,7,2007,WD,Normal,377426,False,False,False,False,False
20,9135,1,3,5,7,5,2002,2003,12,2,4,PConc,TA,GLQ,1536,GasA,Y,SBrkr,1536,0,1536,2,3,1,Gd,Typ,0,2002.0,2,532,TA,0,0,0,0,12,2008,WD,Normal,214000,False,False,False,False,False
20,14145,1,3,14,7,7,1984,1998,13,2,4,CBlock,TA,ALQ,1208,GasA,Y,SBrkr,1621,0,1621,2,3,1,Gd,Typ,0,1984.0,2,440,TA,0,0,0,400,5,2006,WD,Normal,202500,False,False,False,False,False
20,12400,1,3,12,6,7,1958,1998,13,3,4,CBlock,Fa,Rec,1215,GasA,Y,FuseA,1215,0,1215,1,3,1,TA,Typ,0,1958.0,1,297,TA,0,234,0,0,6,2009,WD,Normal,155000,False,False,False,False,False
60,14191,1,3,23,8,5,2002,2002,12,2,4,PConc,TA,Unf,967,GasA,Y,SBrkr,993,915,1908,2,4,1,Gd,Typ,0,2002.0,2,431,TA,0,0,0,0,4,2010,WD,Normal,202900,False,False,False,False,False
20,8400,1,3,20,4,4,1950,1950,13,1,1,CBlock,Fa,Unf,721,GasA,Y,SBrkr,841,0,841,1,2,1,TA,Typ,0,1950.0,1,294,TA,0,0,0,0,9,2009,WD,Normal,82000,False,False,False,False,False
90,8544,1,3,12,3,4,1949,1950,11,3,4,Slab,TA,Unf,0,Wall,N,FuseA,1040,0,1040,2,2,2,TA,Typ,0,1949.0,2,400,TA,0,0,0,0,5,2006,WD,Normal,87500,False,False,True,False,False
120,8849,1,3,16,9,5,2005,2005,8,0,4,PConc,TA,GLQ,1684,GasA,Y,SBrkr,1684,0,1684,2,2,1,Ex,Typ,1,2005.0,2,564,TA,0,0,0,0,7,2008,WD,Normal,266000,False,False,False,False,True
160,2592,1,3,10,5,3,1976,1976,5,3,4,CBlock,TA,Rec,536,GasA,Y,SBrkr,536,576,1112,1,3,1,TA,Typ,0,1976.0,1,336,TA,0,0,0,0,4,2010,WD,Normal,85000,False,False,False,False,True
50,6435,1,3,3,6,5,1939,1950,8,3,4,BrkTil,TA,Unf,972,GasA,Y,SBrkr,972,605,1577,1,3,1,Fa,Typ,1,1939.0,1,312,TA,0,0,0,0,10,2006,WD,Normal,140200,False,False,False,False,False
20,12772,1,3,12,6,8,1960,1998,8,3,2,CBlock,TA,BLQ,958,GasA,Y,SBrkr,958,0,958,1,2,1,TA,Typ,0,1960.0,1,301,TA,0,0,0,15500,4,2007,WD,Normal,151500,False,False,False,False,False
20,17600,1,3,12,6,5,1960,1960,13,3,4,CBlock,TA,BLQ,1478,GasA,Y,FuseA,1478,0,1478,2,3,1,TA,Typ,2,1960.0,2,498,TA,0,0,0,0,12,2009,WD,Normal,157500,False,False,False,False,False
160,2448,1,3,16,7,5,2003,2004,12,2,4,PConc,TA,GLQ,764,GasA,Y,SBrkr,764,862,1626,2,2,1,Gd,Typ,0,2003.0,2,474,TA,0,0,0,0,10,2008,WD,Normal,154000,False,False,False,True,False
60,20431,1,3,16,9,5,2005,2006,5,0,4,PConc,TA,GLQ,1848,GasA,Y,SBrkr,1848,880,2728,2,4,1,Ex,Typ,2,2006.0,3,706,TA,0,0,0,0,4,2006,New,Partial,437154,False,False,False,False,False
120,7820,1,3,16,9,5,2007,2007,8,0,4,PConc,TA,Unf,1869,GasA,Y,SBrkr,1869,0,1869,2,2,1,Ex,Typ,1,2007.0,2,617,TA,0,0,0,0,12,2007,New,Partial,318061,False,False,False,False,True
120,5271,1,2,4,7,5,1986,1986,13,3,4,PConc,TA,GLQ,1453,GasA,Y,SBrkr,1453,0,1453,1,2,1,Gd,Typ,1,1986.0,2,445,TA,0,184,0,0,12,2006,WD,Abnorml,190000,False,False,False,False,False
50,9084,1,3,7,5,6,1941,1950,12,3,4,CBlock,Fa,LwQ,616,GasA,N,SBrkr,616,495,1111,1,3,1,TA,Typ,0,1941.0,1,200,Fa,0,0,0,0,3,2008,ConLw,Normal,95000,False,False,False,False,False
30,8520,1,3,17,6,8,1928,2003,12,3,2,BrkTil,TA,Unf,624,GasA,Y,SBrkr,720,0,720,1,2,1,TA,Typ,0,2005.0,2,484,TA,0,0,0,0,5,2010,WD,Normal,105900,False,False,False,False,False
50,8400,1,0,18,6,5,1940,2000,13,3,4,CBlock,TA,LwQ,940,GasA,Y,SBrkr,1192,403,1595,1,2,1,TA,Typ,2,1940.0,1,240,TA,0,0,0,0,6,2006,WD,Normal,140000,False,False,False,False,False
20,11249,1,3,5,6,5,1995,1995,12,2,2,PConc,Gd,ALQ,1200,GasA,Y,SBrkr,1200,0,1200,2,3,1,Gd,Typ,0,1995.0,2,521,TA,0,0,0,0,8,2007,WD,Normal,177500,False,False,False,False,False
20,9248,1,3,8,6,6,1992,1992,6,3,4,PConc,TA,GLQ,1158,GasA,Y,SBrkr,1167,0,1167,2,3,1,Gd,Typ,0,1992.0,2,400,TA,0,0,0,0,7,2009,WD,Normal,173000,False,False,False,False,False
120,4224,1,3,10,5,5,1976,1976,5,3,4,PConc,TA,ALQ,1142,GasA,Y,SBrkr,1142,0,1142,1,3,1,TA,Typ,1,1976.0,2,528,TA,0,0,0,0,8,2007,WD,Normal,134000,False,False,False,False,True
80,6930,1,3,4,5,4,1958,1958,13,3,4,CBlock,TA,BLQ,1062,GasA,Y,FuseF,1352,0,1352,1,3,1,Gd,Min2,0,1958.0,1,288,TA,0,0,0,0,7,2006,WD,Abnorml,130000,False,False,False,False,False
60,12011,1,3,15,8,5,1998,1998,12,2,4,PConc,TA,GLQ,1086,GasA,Y,SBrkr,1086,838,1924,2,3,1,Gd,Typ,1,1998.0,2,592,TA,0,374,0,0,6,2006,WD,Normal,280000,False,False,False,False,False
85,7540,1,3,11,6,6,1978,1978,12,3,4,CBlock,TA,GLQ,888,GasA,Y,SBrkr,912,0,912,1,2,1,TA,Typ,1,1978.0,2,470,TA,0,192,0,0,6,2007,WD,Normal,156000,False,False,False,False,False
50,9144,1,3,3,5,5,1940,1982,8,3,4,CBlock,TA,Rec,883,GasA,Y,SBrkr,988,517,1505,1,3,1,TA,Typ,0,1940.0,1,240,TA,0,0,0,0,7,2008,WD,Normal,145000,False,False,False,False,False
85,7301,1,3,7,7,5,2003,2003,6,2,4,Slab,TA,Unf,0,GasA,Y,SBrkr,495,1427,1922,3,4,1,Gd,Typ,1,2003.0,2,672,TA,0,0,0,0,7,2009,ConLD,Normal,198500,False,False,False,False,False
160,1680,1,3,2,6,8,1972,2007,6,3,4,CBlock,TA,ALQ,483,GasA,Y,SBrkr,483,504,987,1,2,1,Gd,Typ,0,1972.0,1,264,TA,0,0,0,0,5,2009,WD,Normal,118000,False,False,False,True,False
60,18800,1,3,14,6,5,1976,1976,6,3,4,PConc,TA,GLQ,796,GasA,Y,SBrkr,790,784,1574,2,3,1,TA,Typ,1,1976.0,2,566,TA,0,0,0,0,7,2006,WD,Normal,190000,False,False,False,False,False
70,10690,1,3,9,5,7,1920,1997,12,3,2,CBlock,Fa,Rec,672,GasA,Y,FuseA,672,672,1344,1,3,1,TA,Typ,0,1964.0,1,468,Fa,0,0,0,0,7,2009,WD,Normal,147000,False,False,False,False,False
20,9500,1,3,12,6,5,1963,1963,9,3,4,CBlock,TA,BLQ,1394,GasA,Y,SBrkr,1394,0,1394,1,3,1,TA,Typ,2,1963.0,2,514,TA,0,185,0,0,7,2009,WD,Normal,159000,False,False,False,False,False
80,9150,1,3,12,6,5,1962,1962,9,3,4,CBlock,TA,GLQ,1099,GasA,Y,SBrkr,1431,0,1431,1,3,1,TA,Typ,1,1962.0,1,296,TA,0,0,0,0,12,2008,WD,Normal,165000,False,False,False,False,False
20,7800,1,3,12,5,6,1954,1954,6,3,4,PConc,TA,LwQ,1268,GasA,Y,SBrkr,1268,0,1268,1,2,1,TA,Typ,1,1954.0,1,244,TA,0,0,0,0,3,2010,WD,Normal,132000,False,False,False,False,False
20,9830,1,3,12,5,7,1959,2006,13,3,2,CBlock,TA,ALQ,1063,GasA,Y,SBrkr,1287,0,1287,1,3,1,Gd,Typ,1,1997.0,2,576,TA,0,182,0,0,3,2010,WD,Normal,162000,False,False,False,False,False
60,8121,1,3,8,6,5,2000,2000,12,3,4,PConc,TA,Unf,953,GasA,Y,SBrkr,953,711,1664,2,3,1,TA,Typ,1,2000.0,2,460,TA,0,0,0,0,1,2006,WD,Normal,172400,False,False,False,False,False
50,17120,1,3,4,4,4,1959,1959,14,3,4,CBlock,TA,Unf,0,GasA,Y,SBrkr,1120,468,1588,2,4,1,TA,Min2,1,1991.0,2,680,TA,0,0,0,0,7,2008,WD,Normal,134432,False,False,False,False,False
120,7175,1,3,20,6,5,1984,1984,9,3,4,CBlock,TA,ALQ,744,GasA,Y,SBrkr,752,0,752,1,2,1,TA,Typ,0,1984.0,1,264,TA,0,90,0,0,2,2010,WD,Normal,125000,False,False,False,False,True
20,10634,1,3,12,5,6,1953,1953,8,3,4,PConc,TA,BLQ,608,GasA,Y,SBrkr,1319,0,1319,1,3,1,TA,Min2,0,1953.0,1,270,TA,0,0,0,0,11,2009,WD,Normal,123000,False,False,False,False,False
60,8200,1,3,5,7,5,2003,2004,12,2,4,PConc,TA,Unf,847,GasA,Y,SBrkr,847,1081,1928,2,4,1,Gd,Typ,1,2003.0,2,434,TA,0,0,0,0,7,2007,WD,Normal,219500,False,False,False,False,False
30,10020,1,2,7,1,1,1922,1950,13,1,1,BrkTil,Po,BLQ,683,GasA,N,FuseA,904,0,904,0,1,1,Fa,Maj1,0,1980.0,0,0,TA,0,0,0,0,3,2009,WD,Normal,61000,False,False,False,False,False
85,8846,1,3,5,5,5,1996,1996,12,2,4,PConc,TA,GLQ,870,GasA,Y,SBrkr,914,0,914,1,2,1,TA,Typ,0,1998.0,2,576,TA,0,0,0,0,7,2006,WD,Normal,148000,False,False,False,False,False
60,11143,1,3,21,8,5,2004,2005,5,2,4,PConc,TA,Unf,1580,GasA,Y,SBrkr,1580,886,2466,3,4,1,Gd,Typ,1,2004.0,2,610,TA,0,0,0,0,12,2007,WD,Normal,340000,False,False,False,False,False
20,11394,1,3,22,9,2,2010,2010,12,2,4,PConc,TA,GLQ,1856,GasA,Y,SBrkr,1856,0,1856,1,1,1,Ex,Typ,1,2010.0,3,834,TA,0,0,0,0,6,2010,New,Partial,394432,False,False,False,False,False
60,8123,1,3,8,6,5,2000,2000,12,3,4,PConc,TA,Unf,982,GasA,Y,SBrkr,1007,793,1800,2,3,1,TA,Typ,1,2000.0,2,463,TA,0,0,0,0,6,2009,WD,Normal,179000,False,False,False,False,False
50,5000,1,3,18,5,6,1924,1950,3,3,4,BrkTil,TA,LwQ,1026,GasA,Y,SBrkr,1026,665,1691,2,3,1,Gd,Typ,1,1924.0,1,308,TA,0,0,0,0,5,2010,WD,Normal,127000,False,False,False,False,False
20,7200,1,3,21,7,5,2006,2006,12,2,4,PConc,Gd,Unf,1293,GasA,Y,SBrkr,1301,0,1301,2,2,1,Gd,Typ,1,2006.0,2,572,TA,0,0,0,0,8,2006,New,Partial,187750,False,False,False,False,False
60,9245,1,3,5,7,5,2006,2006,12,2,4,PConc,TA,Unf,939,GasA,Y,SBrkr,939,858,1797,2,3,1,Gd,Typ,0,2006.0,2,639,TA,0,0,0,0,4,2007,WD,Normal,213500,False,False,False,False,False
45,9000,1,3,20,6,3,1928,1950,13,3,4,BrkTil,Fa,Unf,784,GasA,N,FuseA,784,0,784,1,2,1,TA,Typ,0,1950.0,2,360,Fa,0,0,0,0,10,2009,WD,Normal,76000,False,False,False,False,False
60,53107,1,2,4,6,5,1992,1992,6,2,4,PConc,TA,GLQ,1580,GasA,Y,SBrkr,1079,874,1953,2,3,1,Gd,Typ,2,1992.0,2,501,TA,0,0,0,0,6,2007,WD,Normal,240000,False,False,False,False,False
120,3182,1,3,0,8,5,2004,2005,12,2,4,PConc,TA,GLQ,1256,GasA,Y,SBrkr,1269,0,1269,2,2,1,Gd,Typ,1,2004.0,2,430,TA,0,144,0,0,4,2010,WD,Normal,192000,False,False,False,False,True
50,8410,1,3,7,5,3,1910,1996,13,3,1,PConc,TA,Unf,658,GasA,Y,SBrkr,658,526,1184,1,5,1,TA,Typ,0,1980.0,0,0,TA,0,0,0,0,5,2006,WD,AdjLand,81000,False,False,False,False,False
80,7200,1,3,7,6,6,1976,1976,8,3,4,CBlock,TA,ALQ,1041,GasA,Y,SBrkr,1125,0,1125,1,3,1,TA,Typ,1,1977.0,1,352,TA,0,0,0,0,10,2009,WD,Abnorml,125000,False,False,False,False,False
20,9382,1,3,5,7,5,1999,2000,12,2,4,PConc,TA,Unf,1468,GasA,Y,SBrkr,1479,0,1479,2,3,1,Gd,Typ,0,1999.0,2,577,TA,0,0,0,0,7,2008,WD,Normal,191000,False,False,False,False,False
60,12474,1,3,16,10,5,2007,2008,12,0,4,PConc,TA,GLQ,1682,GasA,Y,SBrkr,1742,590,2332,2,3,1,Ex,Typ,1,2008.0,3,846,TA,0,0,0,0,8,2008,New,Partial,426000,False,False,False,False,False
50,8405,1,3,7,5,8,1900,1950,8,3,4,BrkTil,Gd,Rec,861,GasA,Y,SBrkr,961,406,1367,1,4,1,TA,Typ,0,1978.0,1,384,TA,0,0,0,0,4,2008,WD,Normal,119000,False,False,False,False,False
60,12209,1,3,11,6,5,2001,2002,12,3,4,PConc,TA,ALQ,804,GasA,Y,SBrkr,804,1157,1961,2,3,1,Gd,Typ,1,2001.0,2,560,TA,0,0,0,0,6,2009,WD,Normal,215000,False,False,False,False,False
20,8339,1,3,12,5,7,1959,1959,8,3,4,Slab,TA,Unf,0,GasA,Y,SBrkr,882,0,882,1,3,1,TA,Typ,0,1959.0,1,294,TA,0,0,0,1200,7,2007,WD,Normal,106500,False,False,False,False,False
30,7446,1,3,3,4,5,1941,1950,14,3,4,CBlock,TA,Rec,788,GasA,Y,FuseA,788,0,788,1,2,1,TA,Typ,2,1980.0,0,0,TA,0,0,0,0,4,2006,WD,Abnorml,100000,False,False,False,False,False
50,10134,1,3,17,5,6,1940,1950,8,3,4,CBlock,TA,Unf,735,GasA,Y,FuseA,735,299,1034,1,2,1,TA,Typ,0,1940.0,1,240,TA,0,0,0,0,7,2007,WD,Normal,109000,False,False,False,False,False
20,9571,1,3,7,5,6,1956,1956,13,3,4,CBlock,TA,BLQ,1144,GasA,Y,SBrkr,1144,0,1144,1,3,1,TA,Typ,0,1956.0,1,596,TA,0,0,0,0,6,2010,WD,Normal,129000,False,False,False,False,False
20,7200,1,2,5,5,5,1972,1972,8,3,4,CBlock,TA,Rec,894,GasA,Y,SBrkr,894,0,894,1,2,1,TA,Typ,0,1985.0,2,600,TA,0,0,0,0,9,2009,WD,Normal,123000,False,False,False,False,False
60,7590,1,3,12,5,5,1962,1962,12,3,4,CBlock,TA,ALQ,864,GasA,Y,SBrkr,876,936,1812,2,4,1,TA,Typ,1,1962.0,1,264,TA,0,0,0,0,7,2007,WD,Normal,169500,False,False,False,False,False
30,8967,1,3,9,5,2,1920,1950,8,3,1,BrkTil,Po,Unf,961,GasA,Y,Mix,1077,0,1077,1,2,1,TA,Maj2,0,1920.0,1,338,Po,0,0,0,0,11,2007,WD,Abnorml,67000,False,False,False,False,False
60,8125,1,3,21,7,5,2006,2007,5,2,4,PConc,TA,GLQ,1092,GasA,Y,SBrkr,1112,438,1550,2,2,1,Gd,Typ,0,2007.0,2,438,TA,0,0,0,0,10,2009,WD,Normal,241000,False,False,False,False,False
120,14963,1,3,24,8,5,1996,1996,3,2,4,PConc,TA,GLQ,1260,GasA,Y,SBrkr,1288,0,1288,1,1,1,Ex,Typ,2,1996.0,2,500,TA,0,224,0,0,12,2008,WD,Normal,245500,False,False,False,False,True
20,8767,1,3,5,7,5,2005,2005,12,2,4,PConc,TA,GLQ,1310,GasA,Y,SBrkr,1310,0,1310,2,3,1,Gd,Typ,1,2005.0,2,400,TA,0,0,0,0,7,2006,New,Partial,164990,False,False,False,False,False
30,10200,1,3,19,5,8,1940,1997,13,3,4,PConc,TA,Unf,672,GasA,Y,SBrkr,672,0,672,1,2,1,TA,Typ,0,1940.0,1,240,TA,0,0,0,0,8,2008,WD,Normal,108000,False,False,False,False,False
60,12090,1,3,15,8,5,1998,1998,12,2,4,PConc,TA,Unf,1141,GasA,Y,SBrkr,1165,1098,2263,2,4,1,Gd,Typ,1,1998.0,2,420,TA,0,0,0,0,7,2006,WD,Abnorml,258000,False,False,False,False,False
60,10364,1,3,8,6,5,1995,1996,8,3,4,PConc,TA,Unf,806,GasA,Y,SBrkr,806,766,1572,2,3,1,TA,Typ,1,1995.0,2,373,TA,0,0,0,0,5,2007,WD,Normal,168000,False,False,False,False,False
20,9991,1,3,19,4,4,1976,1993,9,3,4,CBlock,TA,BLQ,1281,GasA,Y,SBrkr,1620,0,1620,2,3,1,TA,Min1,1,1993.0,2,490,TA,0,0,0,0,6,2009,WD,Normal,150000,False,False,False,False,False
50,10480,1,3,18,6,5,1936,1950,8,3,4,BrkTil,TA,Unf,1064,GasA,Y,FuseA,1166,0,1639,1,3,1,TA,Maj2,0,1936.0,1,240,TA,0,0,0,0,3,2008,WD,Normal,115000,False,False,False,False,False
